"","X","OPE.ID","School","State","Zip.Code","School.Type","Subsidized.Recipients","Subsidized.Num.of.Loans.Originated","Subsidized.Dollars.of.Loans.Originated","Subsidized.Num.of.Disbursements","Subsidized.Dollars.of.Disbursements","Unsubsidized.Undergrad.Recipients","Unsubsidized.Undergrad.Num.of.Loans.Originated","Unsubsidized.Undergrad.Dollars.of.Loans.Originated","Unsubsidized.Undergrad.Num.of.Disbursements","Unsubsidized.Undergrad.Dollars.of.Disbursements","Unsubsidized.Graduate.Recipients","Unsubsidized.Graduate.Num.of.Loans.Originated","Unsubsidized.Graduate.Dollars.of.Loans.Originated","Unsubsidized.Graduate.Num.of.Disbursements","Unsubsidized.Graduate.Dollars.of.Disbursements","Parent.Plus.Recipients","Parent.Plus.Num.of.Loans.Originated","Parent.Plus.Dollars.of.Loans.Originated","Parent.Plus.Num.of.Disbursements","Parent.Plus.Dollars.of.Disbursements","Grad.Plus.Recipients","Grad.Plus.Num.of.Loans.Originated","Grad.Plus.Dollars.of.Loans.Originated","Grad.Plus.Num.of.Disbursements","Grad.Plus.Dollars.of.Disbursements"
"3886",3886,4183400,"SALON PROFESSIONAL ACADEMY (THE)","AR","721202404","Proprietary",6,6,19833,6,9917,16,22,80664,22,40336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3887",3887,4183600,"SALON PROFESSIONAL ACADEMY OF KENOSHA (THE)","WI","531424950","Proprietary",7,7,24500,7,12250,10,10,56583,10,28292,NA,NA,NA,NA,NA,1,1,7500,1,3750,NA,NA,NA,NA,NA
"3888",3888,4183900,"CETYS UNIVERSIDAD","","21259","Foreign-Private",38,38,169300,39,85450,44,45,140680,45,65388,9,9,45200,9,11700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3889",3889,4184000,"PAUL MITCHELL THE SCHOOL INDIANAPOLIS","IN","462276252","Proprietary",5,5,14113,5,7056,8,8,30942,8,15469,NA,NA,NA,NA,NA,2,2,16300,2,8150,NA,NA,NA,NA,NA
"3890",3890,4184200,"TAYLOR ANDREWS ACADEMY-ST. GEORGE","UT","847902636","Proprietary",12,12,33272,13,16948,13,14,46195,15,23185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3891",3891,4184500,"CHRISTINE VALMY INTERNATIONAL SCHOOL OF ESTHETICS & COSMETOLOGY","NJ","70589589","Proprietary",16,16,40244,16,20122,26,26,105863,26,52925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3892",3892,4184700,"PROTEGE ACADEMY","MI","488238660","Proprietary",22,22,67468,23,35236,26,26,101373,27,52487,NA,NA,NA,NA,NA,7,7,35098,7,17551,NA,NA,NA,NA,NA
"3893",3893,4185000,"COLORADO ACADEMY OF VETERINARY TECHNOLOGY","CO","809064944","Proprietary",27,28,112906,46,70527,31,36,144189,61,94798,NA,NA,NA,NA,NA,2,2,8500,4,5666,NA,NA,NA,NA,NA
"3894",3894,4185100,"NORTHEAST TECHNICAL INSTITUTE","ME","40740000","Proprietary",14,14,47248,14,23624,16,16,92302,16,46151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3895",3895,4185500,"BEVERLY HILLS DESIGN INSTITUTE","CA","902113235","Proprietary",2,2,9000,4,6000,3,3,21500,5,11166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3896",3896,4185600,"MEDICAL ALLIED CAREER CENTER","CA","906704710","Proprietary",28,28,95930,28,47965,28,28,149240,28,74620,NA,NA,NA,NA,NA,1,1,7500,1,3750,NA,NA,NA,NA,NA
"3897",3897,4185900,"ELITE SCHOOL OF COSMETOLOGY","OH","448572714","Proprietary",24,24,72122,24,36941,24,24,98669,26,50421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3898",3898,4186300,"PAUL MITCHELL THE SCHOOL LAS VEGAS","NV","891238014","Proprietary",17,17,58924,18,30972,22,23,106258,24,54569,NA,NA,NA,NA,NA,1,1,12968,1,6484,NA,NA,NA,NA,NA
"3899",3899,4186600,"SUMMIT SALON ACADEMY KOKOMO","IN","469016248","Proprietary",20,20,66000,22,36750,16,16,55499,20,30083,NA,NA,NA,NA,NA,1,1,7117,1,3559,NA,NA,NA,NA,NA
"3900",3900,4186900,"INTERNATIONAL COLLEGE OF BEAUTY, ARTS & SCIENCES","CA","900391012","Proprietary",NA,NA,NA,NA,NA,1,1,1333,1,666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3901",3901,4187200,"NEW BEGINNING COLLEGE OF COSMETOLOGY","AL","359510000","Proprietary",19,19,50020,22,26770,17,17,58412,19,29543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3902",3902,4187400,"JOHN AMICO SCHOOL OF HAIR DESIGN","IL","604522501","Proprietary",14,14,43335,14,21664,14,14,57714,14,28854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3903",3903,4187700,"CREVIER'S SCHOOL OF COSMETOLOGY","MT","599014402","Proprietary",4,4,14000,4,7000,5,5,20556,5,10278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3904",3904,4187800,"CYBERTEX INSTITUTE OF TECHNOLOGY","TX","787523825","Proprietary",41,41,119244,41,59630,45,45,209640,45,104828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3905",3905,4188300,"FLORIDA ACADEMY","FL","339661155","Proprietary",23,23,71748,23,36752,27,32,128165,32,65669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3906",3906,4188700,"ASI CAREER INSTITUTE","NJ","80121043","Proprietary",4,4,9332,4,4668,3,3,12000,3,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3907",3907,4188800,"INSTITUTE FOR DOCTORAL STUDIES IN THE VISUAL ARTS","ME","41020000","Private-Nonprofit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,19,322057,21,177555,NA,NA,NA,NA,NA,29,29,696372,33,424648
"3908",3908,4189000,"BARBER & BEAUTY INSTITUTE OF NEW YORK","NY","115506317","Proprietary",1,1,2722,1,1361,1,1,373,1,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3909",3909,4189100,"SALON INSTITUTE - TOLEDO CAMPUS","OH","436151731","Proprietary",15,15,51500,15,25750,16,17,53000,17,26501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3910",3910,4189400,"SHEAR LEARNING ACADEMY OF COSMETOLOGY","IL","625231208","Proprietary",4,4,13500,4,6750,4,4,18000,4,9000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3911",3911,4189600,"STATE CAREER SCHOOL","IL","600855129","Proprietary",3,3,10500,3,5250,3,3,18000,3,9000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3912",3912,4189700,"CALIFORNIA MIRAMAR UNIVERSITY","CA","921081737","Proprietary",6,6,28125,6,7188,5,5,14960,5,3482,2,2,25625,3,10250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3913",3913,4189800,"ACADEMY FOR SALON PROFESSIONALS","CA","913242305","Proprietary",10,10,27660,14,17743,10,10,28178,14,18076,NA,NA,NA,NA,NA,1,1,7963,1,3981,NA,NA,NA,NA,NA
"3914",3914,4191900,"PAUL MITCHELL THE SCHOOL SPOKANE","WA","990375041","Proprietary",10,10,35000,10,17500,10,10,41389,11,21277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3915",3915,4192100,"AMERICAN MEDICAL ACADEMY","FL","331864830","Proprietary",7,7,19720,7,9860,6,6,25993,6,12997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3916",3916,4192200,"ATHENA CAREER ACADEMY","OH","436156800","Proprietary",90,90,236828,90,158601,104,104,465197,109,297563,NA,NA,NA,NA,NA,4,4,23872,4,11937,NA,NA,NA,NA,NA
"3917",3917,4192600,"PALMETTO BEAUTY SCHOOL","SC","293071424","Proprietary",4,4,13000,4,6500,4,4,15815,4,7907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3918",3918,4192700,"BARBER SCHOOL (THE) BY TIM HITE","UT","840473723","Proprietary",10,10,35000,10,17500,11,11,53500,11,26750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3919",3919,4193000,"RIO GRANDE VALLEY COLLEGE","TX","785779627","Proprietary",62,62,218909,80,129721,73,73,281544,95,178291,NA,NA,NA,NA,NA,2,2,11398,2,5699,NA,NA,NA,NA,NA
"3920",3920,4193100,"ALEXANDER ACADEMY","MA","14620000","Proprietary",4,4,12250,4,7000,4,4,17000,4,10000,NA,NA,NA,NA,NA,1,1,4900,1,2450,NA,NA,NA,NA,NA
"3921",3921,4193200,"ROCKY MOUNTAIN UNIVERSITY OF HEALTH PROFESSIONS","UT","846067379","Proprietary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394,394,7651644,394,3748501,NA,NA,NA,NA,NA,211,211,6166895,213,2752624
"3922",3922,4194400,"AMERICAN COLLEGE OF HEALTHCARE SCIENCES","OR","972393914","Proprietary",213,213,723765,213,361891,216,216,1000398,216,500209,72,72,1064748,72,532379,NA,NA,NA,NA,NA,2,2,20494,2,10247
"3923",3923,4194500,"AVEDA INSTITUTE TUCSON","AZ","857014876","Proprietary",28,28,80044,28,39789,32,32,114011,32,56871,NA,NA,NA,NA,NA,3,3,19779,3,9442,NA,NA,NA,NA,NA
"3924",3924,4195300,"ELEVATE SALON INSTITUTE","CO","800316458","Proprietary",3,3,6999,3,3498,4,4,18333,4,9166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3925",3925,4195400,"UNITEK COLLEGE","CA","945417026","Proprietary",63,63,216967,63,109359,68,68,322352,68,161684,NA,NA,NA,NA,NA,8,8,127683,8,63844,NA,NA,NA,NA,NA
"3926",3926,4197500,"UNIVERSITY ACADEMY OF HAIR DESIGN","AL","354015621","Proprietary",8,8,26500,8,13250,9,9,33999,9,16998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3927",3927,4197600,"FLORIDA INSTITUTE OF RECORDING, SOUND AND TECHNOLOGY","FL","328043309","Proprietary",50,50,170247,50,86873,57,57,287412,57,146706,NA,NA,NA,NA,NA,12,12,199946,12,99975,NA,NA,NA,NA,NA
"3928",3928,4202600,"NEW DIMENSIONS BEAUTY ACADEMY","CO","801389801","Proprietary",3,3,8981,3,4491,5,5,18526,5,9264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3929",3929,4202800,"PANACHE ACADEMY OF BEAUTY","WI","539409700","Proprietary",5,5,15833,6,9541,5,5,20310,6,11118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3930",3930,4203100,"PAUL MITCHELL THE SCHOOL RENO","NV","895023356","Proprietary",21,21,59884,23,32471,23,23,96807,25,49664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3931",3931,4203200,"BOISE BARBER COLLEGE A D.MARTIN ACADEMY","ID","837091695","Proprietary",6,6,21000,6,10500,6,6,28000,6,14000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3932",3932,4203300,"AVEDA INSTITUTE DES MOINES","IA","502668137","Proprietary",28,28,75415,28,37717,34,39,104211,39,51991,NA,NA,NA,NA,NA,8,8,47589,8,23796,NA,NA,NA,NA,NA
"3933",3933,4203400,"ARKANSAS STATE UNIVERSITY - NEWPORT","AR","721129073","Public",80,80,246380,92,133900,92,107,335885,122,182823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3934",3934,4203500,"AUSTIN KADE ACADEMY","ID","834045540","Proprietary",9,9,25232,9,12618,10,10,33226,10,16614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3935",3935,4203800,"WOODRUFF MEDICAL AND WELLNESS TRAINING","GA","300845865","Proprietary",17,17,52211,17,26111,23,23,125947,26,69802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3936",3936,4204000,"ASPEN BEAUTY ACADEMY - LAUREL","MD","207242013","Proprietary",14,14,46493,14,23246,15,15,75464,15,37731,NA,NA,NA,NA,NA,1,1,8845,1,4422,NA,NA,NA,NA,NA
"3937",3937,4204300,"AESTHETIC SCIENCE INSTITUTE, LLC (THE)","NY","121101095","Proprietary",19,19,34416,19,21007,33,33,126161,33,68836,NA,NA,NA,NA,NA,2,2,11500,2,5750,NA,NA,NA,NA,NA
"3938",3938,4204500,"ELAINE STERLING INSTITUTE(THE)","GA","303261000","Proprietary",47,47,94550,62,51600,65,65,256754,84,138717,NA,NA,NA,NA,NA,5,5,35315,5,17657,NA,NA,NA,NA,NA
"3939",3939,4204700,"PAUL MITCHELL THE SCHOOL RALEIGH","NC","276127358","Proprietary",8,8,26500,9,14750,8,8,31500,9,17750,NA,NA,NA,NA,NA,1,1,16800,1,8400,NA,NA,NA,NA,NA
"3940",3940,4204800,"AMERICAN COLLEGE OF BARBERING","KY","402292862","Proprietary",19,19,62888,19,31443,18,18,69358,18,32678,NA,NA,NA,NA,NA,1,1,5918,1,2959,NA,NA,NA,NA,NA
"3941",3941,4205200,"WADE GORDON HAIRDRESSING ACADEMY","TX","791091708","Proprietary",57,57,176572,61,92163,62,62,243352,66,125890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3942",3942,4205300,"MITSU SATO HAIR ACADEMY","KS","662121457","Proprietary",12,12,33869,14,17435,13,15,64020,17,32455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3943",3943,4205500,"LIL LOU'S BEAUTY AND BARBER COLLEGE LLC","IN","464092404","Proprietary",11,11,35333,11,17666,12,12,55666,12,27833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3944",3944,4206300,"FLORIDA VOCATIONAL INSTITUTE","FL","331543762","Proprietary",75,75,254500,75,127257,81,81,428110,81,214063,NA,NA,NA,NA,NA,6,6,30983,6,15493,NA,NA,NA,NA,NA
"3945",3945,4206400,"HELMS COLLEGE","GA","312065309","Private-Nonprofit",14,14,39625,18,18774,17,18,63491,23,28991,NA,NA,NA,NA,NA,2,2,14000,2,4667,NA,NA,NA,NA,NA
"3946",3946,4206500,"MYCOMPUTERCAREER.COM","NC","276063365","Proprietary",229,229,789131,230,395147,255,255,1532563,256,764280,NA,NA,NA,NA,NA,12,12,140211,12,70103,NA,NA,NA,NA,NA
"3947",3947,4206700,"ELITE WELDING ACADEMY","OH","452461013","Proprietary",17,17,52876,18,28376,17,18,86000,21,45500,NA,NA,NA,NA,NA,5,5,27289,5,15164,NA,NA,NA,NA,NA
"3948",3948,4206800,"ADVANCE BEAUTY TECHS ACADEMY","CA","928796572","Proprietary",11,11,29205,11,15474,10,10,24010,11,12355,NA,NA,NA,NA,NA,2,2,12246,2,6122,NA,NA,NA,NA,NA
"3949",3949,4207000,"SCHOOL OF MISSIONARY AVIATION TECHNOLOGY","MI","488467412","Private-Nonprofit",5,5,17473,5,8736,8,8,42461,8,21231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3950",3950,4207200,"ACADEMY DI FIRENZE","ID","833382329","Proprietary",3,3,5750,3,5750,3,5,6291,5,6291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3951",3951,4207500,"MEDICAL CAREER INSTITUTE","NJ","77127202","Proprietary",3,3,10500,3,5250,4,4,23500,4,11750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3952",3952,4208600,"RELAY GRADUATE SCHOOL OF EDUCATION","NY","100041061","Private-Nonprofit",NA,NA,NA,NA,NA,3,3,6062,3,3031,316,316,1450489,316,731818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3953",3953,4208700,"COLORADO STATE UNIVERSITY - GLOBAL CAMPUS","CO","800110000","Public",1357,1378,5224120,1998,2333562,1408,1446,8234149,2121,3743327,1146,1165,13419047,1568,5765324,4,4,24272,8,14210,10,10,139672,15,52661
"3954",3954,4208900,"ADVANCED CAREER INSTITUTE","CA","932919254","Proprietary",46,46,129746,48,67210,47,47,204209,49,106020,NA,NA,NA,NA,NA,6,6,35728,6,17867,NA,NA,NA,NA,NA
"3955",3955,4209300,"PAUL MITCHELL THE SCHOOL OVERLAND PARK","KS","662124050","Proprietary",19,19,61342,20,31345,26,26,103620,27,52707,NA,NA,NA,NA,NA,3,3,17694,3,8847,NA,NA,NA,NA,NA
"3956",3956,4209500,"SHEAR FINESSE BEAUTY ACADEMY","FL","322258212","Proprietary",2,2,3000,4,3000,2,2,4000,4,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3957",3957,4209600,"INSTITUTE OF HEALTH SCIENCES","MD","210311408","Proprietary",23,23,74464,23,36444,28,28,166583,29,83942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3958",3958,4209800,"HINTON BARBER AND BEAUTY COLLEGE","CA","945904547","Proprietary",5,5,17500,5,8750,5,5,22000,5,11000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3959",3959,4210300,"MEDSPA ACADEMIES","UT","840953519","Proprietary",20,20,43946,26,26098,24,24,65431,34,42279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3960",3960,4210700,"NEW YORK INSTITUTE OF BEAUTY","NY","117491479","Proprietary",6,6,13998,6,6996,8,8,29861,8,14928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3961",3961,4210800,"NRI INSTITUTE OF HEALTH SCIENCES","FL","334114221","Proprietary",19,19,84499,19,42250,20,20,124500,20,62250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3962",3962,4211200,"BRIGHTON INSTITUTE OF COSMETOLOGY","MI","481168360","Proprietary",3,3,8691,3,4191,2,2,2666,2,1333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3963",3963,4211800,"COLLEGE OF WESTERN IDAHO","ID","836875505","Public",1560,1560,5657350,1560,2827463,682,683,2706646,683,1351353,NA,NA,NA,NA,NA,5,5,29947,5,14973,NA,NA,NA,NA,NA
"3964",3964,4211900,"XAVIER COLLEGE SCHOOL OF NURSING","CA","952021332","Proprietary",10,10,31360,10,15684,10,10,36154,10,18081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3965",3965,4212000,"LAWRENCE & COMPANY COLLEGE OF COSMETOLOGY","CA","932304102","Proprietary",4,4,13735,4,6868,2,2,4500,2,2250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3966",3966,4212100,"ACADEMY OF SALON PROFESSIONALS","MO","653016910","Proprietary",3,3,10000,3,5000,3,3,14058,3,6338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3967",3967,4213200,"KAIZEN BEAUTY ACADEMY","FL","330246609","Proprietary",4,4,8833,6,5916,3,3,6367,5,4517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3968",3968,4213300,"SOUTHERN TEXAS CAREERS ACADEMY","TX","785042569","Proprietary",7,7,20387,8,11321,8,10,25681,10,12842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3969",3969,4213400,"ACCESS CAREERS","NY","115500000","Proprietary",12,12,42000,12,21000,12,12,32964,12,16479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3970",3970,4213800,"SALON PROFESSIONAL ACADEMY (THE)","TN","372142163","Proprietary",10,10,34000,12,20000,11,11,26167,12,13667,NA,NA,NA,NA,NA,1,1,9312,1,4656,NA,NA,NA,NA,NA
"3971",3971,4214500,"PRESTIGE HEALTH & BEAUTY SCIENCES ACADEMY","FL","331604102","Proprietary",1,1,3500,1,1750,2,2,8033,2,4016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3972",3972,4214700,"LUCKES BEAUTY ACADEMY","VA","236011303","Proprietary",7,7,18188,8,9844,8,8,33145,9,17572,NA,NA,NA,NA,NA,1,1,6455,1,3227,NA,NA,NA,NA,NA
"3973",3973,4215000,"TOTAL TRANSFORMATION INSTITUTE OF COSMETOLOGY","TX","786668115","Proprietary",2,2,5834,2,2916,3,3,13166,3,6582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3974",3974,4215100,"CALIFORNIA CAREER INSTITUTE","CA","928402816","Proprietary",67,67,232680,67,116340,69,69,378893,69,189454,NA,NA,NA,NA,NA,1,1,2405,1,1203,NA,NA,NA,NA,NA
"3975",3975,4215400,"GRACE SCHOOL OF THEOLOGY","TX","773844894","Private-Nonprofit",4,4,12088,4,3039,3,3,14139,3,3928,18,18,315804,18,83594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3976",3976,4215500,"CHAMP'S BARBER SCHOOL","PA","176033809","Proprietary",3,3,5250,3,2625,4,4,11082,4,5539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3977",3977,4216000,"UNIVERSAL TRAINING INSTITUTE","NJ","88614106","Proprietary",22,22,52760,22,26380,30,30,122763,30,61385,NA,NA,NA,NA,NA,1,1,10581,1,5291,NA,NA,NA,NA,NA
"3978",3978,4216800,"BONNIE JOSEPH ACADEMY OF COSMETOLOGY & BARBERING","UT","840322044","Proprietary",1,1,1500,1,750,1,1,1507,1,754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3979",3979,4216900,"SAN IGNACIO UNIVERSITY","FL","331782350","Proprietary",2,2,4076,2,2038,NA,NA,NA,NA,NA,1,1,19540,1,9770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3980",3980,4217000,"HEALTHCARE TRAINING INSTITUTE","LA","700627630","Proprietary",33,33,127089,33,63545,75,75,580666,75,290334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3981",3981,4217400,"HIGH TECH HIGH GRADUATE SCHOOL OF EDUCATION","CA","921066025","Private-Nonprofit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16,207433,16,70361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3982",3982,4217500,"J D ACADEMY OF SALON AND SPA","CA","945264012","Proprietary",5,5,11440,5,5720,6,6,20596,6,10296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3983",3983,4217600,"SESSIONS COLLEGE FOR PROFESSIONAL DESIGN","AZ","852812863","Proprietary",24,24,68159,24,34082,30,30,131386,30,65695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3984",3984,4217800,"BOCA BEAUTY ACADEMY","FL","334344178","Proprietary",57,57,137427,65,77320,77,77,264956,89,151407,NA,NA,NA,NA,NA,9,9,53262,11,35178,NA,NA,NA,NA,NA
"3985",3985,4218200,"PAUL MITCHELL THE SCHOOL - JERSEY SHORE","NJ","87233413","Proprietary",6,6,8896,9,6698,7,7,16605,11,11719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3986",3986,4218300,"MIDWIVES COLLEGE OF UTAH","UT","841062671","Private-Nonprofit",14,14,47323,14,24113,13,13,74977,13,37490,1,1,20500,1,10250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3987",3987,4218400,"CITY POINTE BEAUTY ACADEMY","MO","648702502","Proprietary",10,10,30158,10,15080,9,11,30356,11,15180,NA,NA,NA,NA,NA,1,1,4157,1,2079,NA,NA,NA,NA,NA
"3988",3988,4218500,"INNOVATE SALON ACADEMY","NJ","70800000","Proprietary",2,2,3000,4,3000,2,2,1334,4,1334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3989",3989,4218900,"ROCKY VISTA UNIVERSITY","CO","801349498","Proprietary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,850,853,34563335,853,17434218,NA,NA,NA,NA,NA,774,801,30520573,801,15439544
"3990",3990,4219000,"IGLOBAL UNIVERSITY","VA","221822400","Proprietary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,20500,1,6833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3991",3991,4219100,"ALEXANDER PAUL INSTITUTE OF HAIR DESIGN","NC","278583344","Proprietary",6,6,19750,6,9875,9,9,35250,10,20250,NA,NA,NA,NA,NA,1,1,10000,1,5000,NA,NA,NA,NA,NA
"3992",3992,4219200,"ACE COSMETOLOGY & BARBERING TRAINING CENTER","CT","67050000","Proprietary",15,15,42000,18,23000,11,11,55334,13,28000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3993",3993,4219300,"EAST-WEST HEALING ARTS INSTITUTE","WI","537191133","Proprietary",7,7,21777,7,10892,8,8,45775,8,22891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3994",3994,4220000,"DESIGNER BARBER & STYLIST SCHOOL","AR","729033753","Proprietary",16,16,51750,16,26750,16,16,71869,16,36433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3995",3995,4220200,"MORE TECH INSTITUTE","FL","330122165","Proprietary",1,1,1867,1,934,2,2,9138,3,4924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3996",3996,4220400,"CHRYSM INSTITUTE OF ESTHETICS (THE)","VA","234622980","Proprietary",14,14,27781,15,14234,18,18,72180,19,36687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3997",3997,4221000,"STANDARD HEALTHCARE SERVICES, COLLEGE OF NURSING","VA","220430000","Proprietary",38,38,130020,38,65010,39,39,240048,39,120023,NA,NA,NA,NA,NA,1,1,8056,1,4028,NA,NA,NA,NA,NA
"3998",3998,4221100,"NEW HORIZONS MEDICAL INSTITUTE","GA","300712965","Proprietary",4,4,11792,4,6771,4,4,10395,5,5197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3999",3999,4221300,"PHILADELPHIA TECHNICIAN TRAINING INSTITUTE","PA","191381324","Private-Nonprofit",65,65,195762,81,104262,71,71,348025,79,182775,NA,NA,NA,NA,NA,1,1,13238,1,6619,NA,NA,NA,NA,NA
"4000",4000,4221400,"PAUL MITCHELL THE SCHOOL DENVER","CO","802267395","Proprietary",18,18,50504,20,26617,23,23,92685,25,48161,NA,NA,NA,NA,NA,2,2,17129,2,8564,NA,NA,NA,NA,NA
