OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements
4188300,FLORIDA ACADEMY,FL,339661155,Proprietary,23,23,"$71,748.00 ",23,"$36,752.00 ",27,32,"$128,165.00 ",32,"$65,669.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4188700,ASI CAREER INSTITUTE,NJ,80121043,Proprietary,4,4,"$9,332.00 ",4,"$4,668.00 ",3,3,"$12,000.00 ",3,"$6,000.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4188800,INSTITUTE FOR DOCTORAL STUDIES IN THE VISUAL ARTS,ME,41020000,Private-Nonprofit,-,-, -,-, -,-,-, -,-, -,19,19,"$322,057.00 ",21,"$177,555.00 ",-,-, -,-, -,29,29,"$696,372.00 ",33,"$424,648.00 "
4189000,BARBER & BEAUTY INSTITUTE OF NEW YORK,NY,115506317,Proprietary,1,1,"$2,722.00 ",1,"$1,361.00 ",1,1,$373.00 ,1,$187.00 ,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4189100,SALON INSTITUTE - TOLEDO CAMPUS,OH,436151731,Proprietary,15,15,"$51,500.00 ",15,"$25,750.00 ",16,17,"$53,000.00 ",17,"$26,501.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4189400,SHEAR LEARNING ACADEMY OF COSMETOLOGY,IL,625231208,Proprietary,4,4,"$13,500.00 ",4,"$6,750.00 ",4,4,"$18,000.00 ",4,"$9,000.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4189600,STATE CAREER SCHOOL,IL,600855129,Proprietary,3,3,"$10,500.00 ",3,"$5,250.00 ",3,3,"$18,000.00 ",3,"$9,000.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4189700,CALIFORNIA MIRAMAR UNIVERSITY,CA,921081737,Proprietary,6,6,"$28,125.00 ",6,"$7,188.00 ",5,5,"$14,960.00 ",5,"$3,482.00 ",2,2,"$25,625.00 ",3,"$10,250.00 ",-,-, -,-, -,-,-, -,-, -
4189800,ACADEMY FOR SALON PROFESSIONALS,CA,913242305,Proprietary,10,10,"$27,660.00 ",14,"$17,743.00 ",10,10,"$28,178.00 ",14,"$18,076.00 ",-,-, -,-, -,1,1,"$7,963.00 ",1,"$3,981.00 ",-,-, -,-, -
4191900,PAUL MITCHELL THE SCHOOL SPOKANE,WA,990375041,Proprietary,10,10,"$35,000.00 ",10,"$17,500.00 ",10,10,"$41,389.00 ",11,"$21,277.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4192100,AMERICAN MEDICAL ACADEMY,FL,331864830,Proprietary,7,7,"$19,720.00 ",7,"$9,860.00 ",6,6,"$25,993.00 ",6,"$12,997.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4192200,ATHENA CAREER ACADEMY,OH,436156800,Proprietary,90,90,"$236,828.00 ",90,"$158,601.00 ",104,104,"$465,197.00 ",109,"$297,563.00 ",-,-, -,-, -,4,4,"$23,872.00 ",4,"$11,937.00 ",-,-, -,-, -
4192600,PALMETTO BEAUTY SCHOOL,SC,293071424,Proprietary,4,4,"$13,000.00 ",4,"$6,500.00 ",4,4,"$15,815.00 ",4,"$7,907.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4192700,BARBER SCHOOL (THE) BY TIM HITE,UT,840473723,Proprietary,10,10,"$35,000.00 ",10,"$17,500.00 ",11,11,"$53,500.00 ",11,"$26,750.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4193000,RIO GRANDE VALLEY COLLEGE,TX,785779627,Proprietary,62,62,"$218,909.00 ",80,"$129,721.00 ",73,73,"$281,544.00 ",95,"$178,291.00 ",-,-, -,-, -,2,2,"$11,398.00 ",2,"$5,699.00 ",-,-, -,-, -
4193100,ALEXANDER ACADEMY,MA,14620000,Proprietary,4,4,"$12,250.00 ",4,"$7,000.00 ",4,4,"$17,000.00 ",4,"$10,000.00 ",-,-, -,-, -,1,1,"$4,900.00 ",1,"$2,450.00 ",-,-, -,-, -
4193200,ROCKY MOUNTAIN UNIVERSITY OF HEALTH PROFESSIONS,UT,846067379,Proprietary,-,-, -,-, -,-,-, -,-, -,394,394,"$7,651,644.00 ",394,"$3,748,501.00 ",-,-, -,-, -,211,211,"$6,166,895.00 ",213,"$2,752,624.00 "
4194400,AMERICAN COLLEGE OF HEALTHCARE SCIENCES,OR,972393914,Proprietary,213,213,"$723,765.00 ",213,"$361,891.00 ",216,216,"$1,000,398.00 ",216,"$500,209.00 ",72,72,"$1,064,748.00 ",72,"$532,379.00 ",-,-, -,-, -,2,2,"$20,494.00 ",2,"$10,247.00 "
4194500,AVEDA INSTITUTE TUCSON,AZ,857014876,Proprietary,28,28,"$80,044.00 ",28,"$39,789.00 ",32,32,"$114,011.00 ",32,"$56,871.00 ",-,-, -,-, -,3,3,"$19,779.00 ",3,"$9,442.00 ",-,-, -,-, -
4195300,ELEVATE SALON INSTITUTE,CO,800316458,Proprietary,3,3,"$6,999.00 ",3,"$3,498.00 ",4,4,"$18,333.00 ",4,"$9,166.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4195400,UNITEK COLLEGE,CA,945417026,Proprietary,63,63,"$216,967.00 ",63,"$109,359.00 ",68,68,"$322,352.00 ",68,"$161,684.00 ",-,-, -,-, -,8,8,"$127,683.00 ",8,"$63,844.00 ",-,-, -,-, -
4197500,UNIVERSITY ACADEMY OF HAIR DESIGN,AL,354015621,Proprietary,8,8,"$26,500.00 ",8,"$13,250.00 ",9,9,"$33,999.00 ",9,"$16,998.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4197600,"FLORIDA INSTITUTE OF RECORDING, SOUND AND TECHNOLOGY",FL,328043309,Proprietary,50,50,"$170,247.00 ",50,"$86,873.00 ",57,57,"$287,412.00 ",57,"$146,706.00 ",-,-, -,-, -,12,12,"$199,946.00 ",12,"$99,975.00 ",-,-, -,-, -
4202600,NEW DIMENSIONS BEAUTY ACADEMY,CO,801389801,Proprietary,3,3,"$8,981.00 ",3,"$4,491.00 ",5,5,"$18,526.00 ",5,"$9,264.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4202800,PANACHE ACADEMY OF BEAUTY,WI,539409700,Proprietary,5,5,"$15,833.00 ",6,"$9,541.00 ",5,5,"$20,310.00 ",6,"$11,118.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4203100,PAUL MITCHELL THE SCHOOL RENO,NV,895023356,Proprietary,21,21,"$59,884.00 ",23,"$32,471.00 ",23,23,"$96,807.00 ",25,"$49,664.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4203200,BOISE BARBER COLLEGE A D.MARTIN ACADEMY,ID,837091695,Proprietary,6,6,"$21,000.00 ",6,"$10,500.00 ",6,6,"$28,000.00 ",6,"$14,000.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4203300,AVEDA INSTITUTE DES MOINES,IA,502668137,Proprietary,28,28,"$75,415.00 ",28,"$37,717.00 ",34,39,"$104,211.00 ",39,"$51,991.00 ",-,-, -,-, -,8,8,"$47,589.00 ",8,"$23,796.00 ",-,-, -,-, -
4203400,ARKANSAS STATE UNIVERSITY - NEWPORT,AR,721129073,Public,80,80,"$246,380.00 ",92,"$133,900.00 ",92,107,"$335,885.00 ",122,"$182,823.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4203500,AUSTIN KADE ACADEMY,ID,834045540,Proprietary,9,9,"$25,232.00 ",9,"$12,618.00 ",10,10,"$33,226.00 ",10,"$16,614.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4203800,WOODRUFF MEDICAL AND WELLNESS TRAINING,GA,300845865,Proprietary,17,17,"$52,211.00 ",17,"$26,111.00 ",23,23,"$125,947.00 ",26,"$69,802.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4204000,ASPEN BEAUTY ACADEMY - LAUREL,MD,207242013,Proprietary,14,14,"$46,493.00 ",14,"$23,246.00 ",15,15,"$75,464.00 ",15,"$37,731.00 ",-,-, -,-, -,1,1,"$8,845.00 ",1,"$4,422.00 ",-,-, -,-, -
4204300,"AESTHETIC SCIENCE INSTITUTE, LLC (THE)",NY,121101095,Proprietary,19,19,"$34,416.00 ",19,"$21,007.00 ",33,33,"$126,161.00 ",33,"$68,836.00 ",-,-, -,-, -,2,2,"$11,500.00 ",2,"$5,750.00 ",-,-, -,-, -
4204500,ELAINE STERLING INSTITUTE(THE),GA,303261000,Proprietary,47,47,"$94,550.00 ",62,"$51,600.00 ",65,65,"$256,754.00 ",84,"$138,717.00 ",-,-, -,-, -,5,5,"$35,315.00 ",5,"$17,657.00 ",-,-, -,-, -
4204700,PAUL MITCHELL THE SCHOOL RALEIGH,NC,276127358,Proprietary,8,8,"$26,500.00 ",9,"$14,750.00 ",8,8,"$31,500.00 ",9,"$17,750.00 ",-,-, -,-, -,1,1,"$16,800.00 ",1,"$8,400.00 ",-,-, -,-, -
4204800,AMERICAN COLLEGE OF BARBERING,KY,402292862,Proprietary,19,19,"$62,888.00 ",19,"$31,443.00 ",18,18,"$69,358.00 ",18,"$32,678.00 ",-,-, -,-, -,1,1,"$5,918.00 ",1,"$2,959.00 ",-,-, -,-, -
4205200,WADE GORDON HAIRDRESSING ACADEMY,TX,791091708,Proprietary,57,57,"$176,572.00 ",61,"$92,163.00 ",62,62,"$243,352.00 ",66,"$125,890.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4205300,MITSU SATO HAIR ACADEMY,KS,662121457,Proprietary,12,12,"$33,869.00 ",14,"$17,435.00 ",13,15,"$64,020.00 ",17,"$32,455.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4205500,LIL LOU'S BEAUTY AND BARBER COLLEGE LLC,IN,464092404,Proprietary,11,11,"$35,333.00 ",11,"$17,666.00 ",12,12,"$55,666.00 ",12,"$27,833.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4206300,FLORIDA VOCATIONAL INSTITUTE,FL,331543762,Proprietary,75,75,"$254,500.00 ",75,"$127,257.00 ",81,81,"$428,110.00 ",81,"$214,063.00 ",-,-, -,-, -,6,6,"$30,983.00 ",6,"$15,493.00 ",-,-, -,-, -
4206400,HELMS COLLEGE,GA,312065309,Private-Nonprofit,14,14,"$39,625.00 ",18,"$18,774.00 ",17,18,"$63,491.00 ",23,"$28,991.00 ",-,-, -,-, -,2,2,"$14,000.00 ",2,"$4,667.00 ",-,-, -,-, -
4206500,MYCOMPUTERCAREER.COM,NC,276063365,Proprietary,229,229,"$789,131.00 ",230,"$395,147.00 ",255,255,"$1,532,563.00 ",256,"$764,280.00 ",-,-, -,-, -,12,12,"$140,211.00 ",12,"$70,103.00 ",-,-, -,-, -
4206700,ELITE WELDING ACADEMY,OH,452461013,Proprietary,17,17,"$52,876.00 ",18,"$28,376.00 ",17,18,"$86,000.00 ",21,"$45,500.00 ",-,-, -,-, -,5,5,"$27,289.00 ",5,"$15,164.00 ",-,-, -,-, -
4206800,ADVANCE BEAUTY TECHS ACADEMY,CA,928796572,Proprietary,11,11,"$29,205.00 ",11,"$15,474.00 ",10,10,"$24,010.00 ",11,"$12,355.00 ",-,-, -,-, -,2,2,"$12,246.00 ",2,"$6,122.00 ",-,-, -,-, -
4207000,SCHOOL OF MISSIONARY AVIATION TECHNOLOGY,MI,488467412,Private-Nonprofit,5,5,"$17,473.00 ",5,"$8,736.00 ",8,8,"$42,461.00 ",8,"$21,231.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4207200,ACADEMY DI FIRENZE,ID,833382329,Proprietary,3,3,"$5,750.00 ",3,"$5,750.00 ",3,5,"$6,291.00 ",5,"$6,291.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4207500,MEDICAL CAREER INSTITUTE,NJ,77127202,Proprietary,3,3,"$10,500.00 ",3,"$5,250.00 ",4,4,"$23,500.00 ",4,"$11,750.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4208600,RELAY GRADUATE SCHOOL OF EDUCATION,NY,100041061,Private-Nonprofit,-,-, -,-, -,3,3,"$6,062.00 ",3,"$3,031.00 ",316,316,"$1,450,489.00 ",316,"$731,818.00 ",-,-, -,-, -,-,-, -,-, -
4208700,COLORADO STATE UNIVERSITY - GLOBAL CAMPUS,CO,800110000,Public,"1,357","1,378","$5,224,120.00 ","1,998","$2,333,562.00 ","1,408","1,446","$8,234,149.00 ","2,121","$3,743,327.00 ","1,146","1,165","$13,419,047.00 ","1,568","$5,765,324.00 ",4,4,"$24,272.00 ",8,"$14,210.00 ",10,10,"$139,672.00 ",15,"$52,661.00 "
4208900,ADVANCED CAREER INSTITUTE,CA,932919254,Proprietary,46,46,"$129,746.00 ",48,"$67,210.00 ",47,47,"$204,209.00 ",49,"$106,020.00 ",-,-, -,-, -,6,6,"$35,728.00 ",6,"$17,867.00 ",-,-, -,-, -
4209300,PAUL MITCHELL THE SCHOOL OVERLAND PARK,KS,662124050,Proprietary,19,19,"$61,342.00 ",20,"$31,345.00 ",26,26,"$103,620.00 ",27,"$52,707.00 ",-,-, -,-, -,3,3,"$17,694.00 ",3,"$8,847.00 ",-,-, -,-, -
4209500,SHEAR FINESSE BEAUTY ACADEMY,FL,322258212,Proprietary,2,2,"$3,000.00 ",4,"$3,000.00 ",2,2,"$4,000.00 ",4,"$4,000.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4209600,INSTITUTE OF HEALTH SCIENCES,MD,210311408,Proprietary,23,23,"$74,464.00 ",23,"$36,444.00 ",28,28,"$166,583.00 ",29,"$83,942.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4209800,HINTON BARBER AND BEAUTY COLLEGE,CA,945904547,Proprietary,5,5,"$17,500.00 ",5,"$8,750.00 ",5,5,"$22,000.00 ",5,"$11,000.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4210300,MEDSPA ACADEMIES,UT,840953519,Proprietary,20,20,"$43,946.00 ",26,"$26,098.00 ",24,24,"$65,431.00 ",34,"$42,279.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4210700,NEW YORK INSTITUTE OF BEAUTY,NY,117491479,Proprietary,6,6,"$13,998.00 ",6,"$6,996.00 ",8,8,"$29,861.00 ",8,"$14,928.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4210800,NRI INSTITUTE OF HEALTH SCIENCES,FL,334114221,Proprietary,19,19,"$84,499.00 ",19,"$42,250.00 ",20,20,"$124,500.00 ",20,"$62,250.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4211200,BRIGHTON INSTITUTE OF COSMETOLOGY,MI,481168360,Proprietary,3,3,"$8,691.00 ",3,"$4,191.00 ",2,2,"$2,666.00 ",2,"$1,333.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4211800,COLLEGE OF WESTERN IDAHO,ID,836875505,Public,"1,560","1,560","$5,657,350.00 ","1,560","$2,827,463.00 ",682,683,"$2,706,646.00 ",683,"$1,351,353.00 ",-,-, -,-, -,5,5,"$29,947.00 ",5,"$14,973.00 ",-,-, -,-, -
4211900,XAVIER COLLEGE SCHOOL OF NURSING,CA,952021332,Proprietary,10,10,"$31,360.00 ",10,"$15,684.00 ",10,10,"$36,154.00 ",10,"$18,081.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4212000,LAWRENCE & COMPANY COLLEGE OF COSMETOLOGY,CA,932304102,Proprietary,4,4,"$13,735.00 ",4,"$6,868.00 ",2,2,"$4,500.00 ",2,"$2,250.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4212100,ACADEMY OF SALON PROFESSIONALS,MO,653016910,Proprietary,3,3,"$10,000.00 ",3,"$5,000.00 ",3,3,"$14,058.00 ",3,"$6,338.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4213200,KAIZEN BEAUTY ACADEMY,FL,330246609,Proprietary,4,4,"$8,833.00 ",6,"$5,916.00 ",3,3,"$6,367.00 ",5,"$4,517.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4213300,SOUTHERN TEXAS CAREERS ACADEMY,TX,785042569,Proprietary,7,7,"$20,387.00 ",8,"$11,321.00 ",8,10,"$25,681.00 ",10,"$12,842.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4213400,ACCESS CAREERS,NY,115500000,Proprietary,12,12,"$42,000.00 ",12,"$21,000.00 ",12,12,"$32,964.00 ",12,"$16,479.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4213800,SALON PROFESSIONAL ACADEMY (THE),TN,372142163,Proprietary,10,10,"$34,000.00 ",12,"$20,000.00 ",11,11,"$26,167.00 ",12,"$13,667.00 ",-,-, -,-, -,1,1,"$9,312.00 ",1,"$4,656.00 ",-,-, -,-, -
4214500,PRESTIGE HEALTH & BEAUTY SCIENCES ACADEMY,FL,331604102,Proprietary,1,1,"$3,500.00 ",1,"$1,750.00 ",2,2,"$8,033.00 ",2,"$4,016.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4214700,LUCKES BEAUTY ACADEMY,VA,236011303,Proprietary,7,7,"$18,188.00 ",8,"$9,844.00 ",8,8,"$33,145.00 ",9,"$17,572.00 ",-,-, -,-, -,1,1,"$6,455.00 ",1,"$3,227.00 ",-,-, -,-, -
4215000,TOTAL TRANSFORMATION INSTITUTE OF COSMETOLOGY,TX,786668115,Proprietary,2,2,"$5,834.00 ",2,"$2,916.00 ",3,3,"$13,166.00 ",3,"$6,582.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4215100,CALIFORNIA CAREER INSTITUTE,CA,928402816,Proprietary,67,67,"$232,680.00 ",67,"$116,340.00 ",69,69,"$378,893.00 ",69,"$189,454.00 ",-,-, -,-, -,1,1,"$2,405.00 ",1,"$1,203.00 ",-,-, -,-, -
4215400,GRACE SCHOOL OF THEOLOGY,TX,773844894,Private-Nonprofit,4,4,"$12,088.00 ",4,"$3,039.00 ",3,3,"$14,139.00 ",3,"$3,928.00 ",18,18,"$315,804.00 ",18,"$83,594.00 ",-,-, -,-, -,-,-, -,-, -
4215500,CHAMP'S BARBER SCHOOL,PA,176033809,Proprietary,3,3,"$5,250.00 ",3,"$2,625.00 ",4,4,"$11,082.00 ",4,"$5,539.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4216000,UNIVERSAL TRAINING INSTITUTE,NJ,88614106,Proprietary,22,22,"$52,760.00 ",22,"$26,380.00 ",30,30,"$122,763.00 ",30,"$61,385.00 ",-,-, -,-, -,1,1,"$10,581.00 ",1,"$5,291.00 ",-,-, -,-, -
4216800,BONNIE JOSEPH ACADEMY OF COSMETOLOGY & BARBERING,UT,840322044,Proprietary,1,1,"$1,500.00 ",1,$750.00 ,1,1,"$1,507.00 ",1,$754.00 ,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4216900,SAN IGNACIO UNIVERSITY,FL,331782350,Proprietary,2,2,"$4,076.00 ",2,"$2,038.00 ",-,-, -,-, -,1,1,"$19,540.00 ",1,"$9,770.00 ",-,-, -,-, -,-,-, -,-, -
4217000,HEALTHCARE TRAINING INSTITUTE,LA,700627630,Proprietary,33,33,"$127,089.00 ",33,"$63,545.00 ",75,75,"$580,666.00 ",75,"$290,334.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4217400,HIGH TECH HIGH GRADUATE SCHOOL OF EDUCATION,CA,921066025,Private-Nonprofit,-,-, -,-, -,-,-, -,-, -,16,16,"$207,433.00 ",16,"$70,361.00 ",-,-, -,-, -,-,-, -,-, -
4217500,J D ACADEMY OF SALON AND SPA,CA,945264012,Proprietary,5,5,"$11,440.00 ",5,"$5,720.00 ",6,6,"$20,596.00 ",6,"$10,296.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4217600,SESSIONS COLLEGE FOR PROFESSIONAL DESIGN,AZ,852812863,Proprietary,24,24,"$68,159.00 ",24,"$34,082.00 ",30,30,"$131,386.00 ",30,"$65,695.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4217800,BOCA BEAUTY ACADEMY,FL,334344178,Proprietary,57,57,"$137,427.00 ",65,"$77,320.00 ",77,77,"$264,956.00 ",89,"$151,407.00 ",-,-, -,-, -,9,9,"$53,262.00 ",11,"$35,178.00 ",-,-, -,-, -
4218200,PAUL MITCHELL THE SCHOOL - JERSEY SHORE,NJ,87233413,Proprietary,6,6,"$8,896.00 ",9,"$6,698.00 ",7,7,"$16,605.00 ",11,"$11,719.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4218300,MIDWIVES COLLEGE OF UTAH,UT,841062671,Private-Nonprofit,14,14,"$47,323.00 ",14,"$24,113.00 ",13,13,"$74,977.00 ",13,"$37,490.00 ",1,1,"$20,500.00 ",1,"$10,250.00 ",-,-, -,-, -,-,-, -,-, -
4218400,CITY POINTE BEAUTY ACADEMY,MO,648702502,Proprietary,10,10,"$30,158.00 ",10,"$15,080.00 ",9,11,"$30,356.00 ",11,"$15,180.00 ",-,-, -,-, -,1,1,"$4,157.00 ",1,"$2,079.00 ",-,-, -,-, -
4218500,INNOVATE SALON ACADEMY,NJ,70800000,Proprietary,2,2,"$3,000.00 ",4,"$3,000.00 ",2,2,"$1,334.00 ",4,"$1,334.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4218900,ROCKY VISTA UNIVERSITY,CO,801349498,Proprietary,-,-, -,-, -,-,-, -,-, -,850,853,"$34,563,335.00 ",853,"$17,434,218.00 ",-,-, -,-, -,774,801,"$30,520,573.00 ",801,"$15,439,544.00 "
4219000,IGLOBAL UNIVERSITY,VA,221822400,Proprietary,-,-, -,-, -,-,-, -,-, -,1,1,"$20,500.00 ",1,"$6,833.00 ",-,-, -,-, -,-,-, -,-, -
4219100,ALEXANDER PAUL INSTITUTE OF HAIR DESIGN,NC,278583344,Proprietary,6,6,"$19,750.00 ",6,"$9,875.00 ",9,9,"$35,250.00 ",10,"$20,250.00 ",-,-, -,-, -,1,1,"$10,000.00 ",1,"$5,000.00 ",-,-, -,-, -
4219200,ACE COSMETOLOGY & BARBERING TRAINING CENTER,CT,67050000,Proprietary,15,15,"$42,000.00 ",18,"$23,000.00 ",11,11,"$55,334.00 ",13,"$28,000.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4219300,EAST-WEST HEALING ARTS INSTITUTE,WI,537191133,Proprietary,7,7,"$21,777.00 ",7,"$10,892.00 ",8,8,"$45,775.00 ",8,"$22,891.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4220000,DESIGNER BARBER & STYLIST SCHOOL,AR,729033753,Proprietary,16,16,"$51,750.00 ",16,"$26,750.00 ",16,16,"$71,869.00 ",16,"$36,433.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4220200,MORE TECH INSTITUTE,FL,330122165,Proprietary,1,1,"$1,867.00 ",1,$934.00 ,2,2,"$9,138.00 ",3,"$4,924.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4220400,CHRYSM INSTITUTE OF ESTHETICS (THE),VA,234622980,Proprietary,14,14,"$27,781.00 ",15,"$14,234.00 ",18,18,"$72,180.00 ",19,"$36,687.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4221000,"STANDARD HEALTHCARE SERVICES, COLLEGE OF NURSING",VA,220430000,Proprietary,38,38,"$130,020.00 ",38,"$65,010.00 ",39,39,"$240,048.00 ",39,"$120,023.00 ",-,-, -,-, -,1,1,"$8,056.00 ",1,"$4,028.00 ",-,-, -,-, -
4221100,NEW HORIZONS MEDICAL INSTITUTE,GA,300712965,Proprietary,4,4,"$11,792.00 ",4,"$6,771.00 ",4,4,"$10,395.00 ",5,"$5,197.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4221300,PHILADELPHIA TECHNICIAN TRAINING INSTITUTE,PA,191381324,Private-Nonprofit,65,65,"$195,762.00 ",81,"$104,262.00 ",71,71,"$348,025.00 ",79,"$182,775.00 ",-,-, -,-, -,1,1,"$13,238.00 ",1,"$6,619.00 ",-,-, -,-, -
4221400,PAUL MITCHELL THE SCHOOL DENVER,CO,802267395,Proprietary,18,18,"$50,504.00 ",20,"$26,617.00 ",23,23,"$92,685.00 ",25,"$48,161.00 ",-,-, -,-, -,2,2,"$17,129.00 ",2,"$8,564.00 ",-,-, -,-, -
4221700,ZMS THE ACADEMY,CA,900331878,Proprietary,10,10,"$23,638.00 ",11,"$13,320.00 ",7,7,"$17,494.00 ",7,"$8,749.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4221900,CALIFORNIA TECHNICAL ACADEMY,CA,925072122,Proprietary,9,9,"$26,191.00 ",9,"$13,096.00 ",8,8,"$30,141.00 ",9,"$15,829.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4222000,ARCLABS,SC,296736729,Proprietary,75,75,"$256,094.00 ",75,"$128,922.00 ",83,83,"$403,470.00 ",83,"$202,017.00 ",-,-, -,-, -,24,24,"$235,648.00 ",24,"$117,821.00 ",-,-, -,-, -
4222200,FAB SCHOOL (THE),CA,917309114,Proprietary,28,28,"$76,226.00 ",29,"$38,434.00 ",28,28,"$53,731.00 ",30,"$27,982.00 ",-,-, -,-, -,18,19,"$497,035.00 ",19,"$248,511.00 ",-,-, -,-, -
4223100,ARROJO COSMETOLOGY SCHOOL,NY,100131807,Proprietary,2,2,"$7,000.00 ",2,"$3,500.00 ",2,2,"$12,000.00 ",2,"$6,000.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4223400,INTERAMERICAN TECHNICAL INSTITUTE,FL,331742900,Proprietary,8,8,"$25,085.00 ",8,"$12,541.00 ",9,9,"$49,000.00 ",9,"$24,500.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4223500,LYNNES WELDING TRAINING,ND,581024018,Proprietary,4,4,"$7,519.00 ",4,"$3,760.00 ",8,8,"$22,527.00 ",8,"$11,266.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4223600,ACADEMY OF INTERACTIVE ENTERTAINMENT,WA,981094623,Private-Nonprofit,49,49,"$199,322.00 ",49,"$99,661.00 ",60,60,"$265,813.00 ",60,"$132,906.00 ",-,-, -,-, -,18,18,"$279,941.00 ",18,"$139,969.00 ",-,-, -,-, -
4223700,BAY AREA MEDICAL ACADEMY,CA,941083623,Proprietary,22,22,"$75,132.00 ",22,"$37,565.00 ",23,23,"$122,163.00 ",23,"$61,079.00 ",-,-, -,-, -,2,2,"$11,011.00 ",2,"$5,505.00 ",-,-, -,-, -
4223800,ELECTRICAL AND HVAC/R TRAINING CENTER,NY,117262701,Proprietary,15,15,"$34,995.00 ",15,"$17,505.00 ",20,20,"$80,663.00 ",20,"$40,335.00 ",-,-, -,-, -,2,2,"$17,800.00 ",2,"$8,900.00 ",-,-, -,-, -
4224100,COSMETOLOGY ACADEMY OF TEXARKANA,TX,755034855,Proprietary,18,18,"$55,556.00 ",18,"$28,890.00 ",17,17,"$80,544.00 ",17,"$40,469.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
